judgmentId,partidipantId,approach,rbase,rv,answer,correctans,rL,rR
29,ie1m6gbv,above,0.7,0.76,R,R,0.7,0.76
30,ie1m6gbv,above,0.7,0.75,R,R,0.7,0.75
31,ie1m6gbv,above,0.7,0.74,L,L,0.74,0.7
32,ie1m6gbv,above,0.7,0.73,L,L,0.73,0.7
33,ie1m6gbv,above,0.7,0.72,R,L,0.72,0.7
34,ie1m6gbv,above,0.7,0.75,R,R,0.7,0.75
35,ie1m6gbv,above,0.7,0.74,L,L,0.74,0.7
36,ie1m6gbv,above,0.7,0.73,R,L,0.73,0.7
37,ie1m6gbv,above,0.7,0.76,R,L,0.76,0.7
38,ie1m6gbv,above,0.7,0.79,R,L,0.79,0.7
39,ie1m6gbv,above,0.7,0.82,R,R,0.7,0.82
40,ie1m6gbv,above,0.7,0.81,R,R,0.7,0.81
41,ie1m6gbv,above,0.7,0.8,R,R,0.7,0.8
42,ie1m6gbv,above,0.7,0.79,R,R,0.7,0.79
43,ie1m6gbv,above,0.7,0.78,L,L,0.78,0.7
44,ie1m6gbv,above,0.7,0.77,R,L,0.77,0.7
45,ie1m6gbv,above,0.7,0.8,L,L,0.8,0.7
46,ie1m6gbv,above,0.7,0.79,R,R,0.7,0.79
47,ie1m6gbv,above,0.7,0.78,R,R,0.7,0.78
48,ie1m6gbv,above,0.7,0.77,R,R,0.7,0.77
49,ie1m6gbv,above,0.7,0.76,R,R,0.7,0.76
50,ie1m6gbv,above,0.7,0.75,L,R,0.7,0.75
1,ie1m6br3,above,0.7,0.8,R,R,0.7,0.8
2,ie1m6br3,above,0.7,0.79,R,R,0.7,0.79
3,ie1m6br3,above,0.7,0.78,L,L,0.78,0.7
4,ie1m6br3,above,0.7,0.77,R,L,0.77,0.7
5,ie1m6br3,above,0.7,0.8,R,R,0.7,0.8
6,ie1m6br3,above,0.7,0.79,R,R,0.7,0.79
7,ie1m6br3,above,0.7,0.78,L,L,0.78,0.7
8,ie1m6br3,above,0.7,0.77,L,L,0.77,0.7
9,ie1m6br3,above,0.7,0.76,R,R,0.7,0.76
10,ie1m6br3,above,0.7,0.75,R,L,0.75,0.7
11,ie1m6br3,above,0.7,0.78,R,R,0.7,0.78
12,ie1m6br3,above,0.7,0.77,R,R,0.7,0.77
13,ie1m6br3,above,0.7,0.76,R,R,0.7,0.76
14,ie1m6br3,above,0.7,0.75,R,L,0.75,0.7
15,ie1m6br3,above,0.7,0.78,L,L,0.78,0.7
16,ie1m6br3,above,0.7,0.77,R,R,0.7,0.77
17,ie1m6br3,above,0.7,0.76,R,R,0.7,0.76
18,ie1m6br3,above,0.7,0.75,L,L,0.75,0.7
19,ie1m6br3,above,0.7,0.74,R,R,0.7,0.74
20,ie1m6br3,above,0.7,0.73,R,R,0.7,0.73
21,ie1m6br3,above,0.7,0.72,R,R,0.7,0.72
22,ie1m6br3,above,0.7,0.71,R,R,0.7,0.71
23,ie1m6br3,above,0.7,0.71,R,R,0.7,0.71
24,ie1m6br3,above,0.7,0.71,L,L,0.71,0.7
25,ie1m6br3,above,0.7,0.71,R,L,0.71,0.7
26,ie1m6br3,above,0.7,0.74,R,R,0.7,0.74
27,ie1m6br3,above,0.7,0.73,L,L,0.73,0.7
28,ie1m6br3,above,0.7,0.72,R,R,0.7,0.72
29,ie1m6br3,above,0.7,0.71,R,R,0.7,0.71
30,ie1m6br3,above,0.7,0.71,L,L,0.71,0.7
31,ie1m6br3,above,0.7,0.71,R,R,0.7,0.71
32,ie1m6br3,above,0.7,0.71,L,L,0.71,0.7
33,ie1m6br3,above,0.7,0.71,L,R,0.7,0.71
34,ie1m6br3,above,0.7,0.74,R,R,0.7,0.74
35,ie1m6br3,above,0.7,0.73,R,R,0.7,0.73
36,ie1m6br3,above,0.7,0.72,L,L,0.72,0.7
37,ie1m6br3,above,0.7,0.71,R,R,0.7,0.71
38,ie1m6br3,above,0.7,0.71,L,L,0.71,0.7
39,ie1m6br3,above,0.7,0.71,L,L,0.71,0.7
40,ie1m6br3,above,0.7,0.71,R,R,0.7,0.71
41,ie1m6br3,above,0.7,0.71,L,R,0.7,0.71
42,ie1m6br3,above,0.7,0.74,R,R,0.7,0.74
43,ie1m6br3,above,0.7,0.73,R,R,0.7,0.73
44,ie1m6br3,above,0.7,0.72,L,R,0.7,0.72
45,ie1m6br3,above,0.7,0.75,R,R,0.7,0.75
46,ie1m6br3,above,0.7,0.74,L,L,0.74,0.7
47,ie1m6br3,above,0.7,0.73,L,L,0.73,0.7
48,ie1m6br3,above,0.7,0.72,R,R,0.7,0.72
49,ie1m6br3,above,0.7,0.71,L,R,0.7,0.71
50,ie1m6br3,above,0.7,0.74,R,R,0.7,0.74
1,ie1m6br3,below,0.7,0.6,L,L,0.7,0.6
2,ie1m6br3,below,0.7,0.61,R,R,0.61,0.7
3,ie1m6br3,below,0.7,0.62,L,L,0.7,0.62
4,ie1m6br3,below,0.7,0.63,R,R,0.63,0.7
5,ie1m6br3,below,0.7,0.64,L,R,0.64,0.7
6,ie1m6br3,below,0.7,0.61,L,L,0.7,0.61
7,ie1m6br3,below,0.7,0.62,L,L,0.7,0.62
8,ie1m6br3,below,0.7,0.63,R,R,0.63,0.7
9,ie1m6br3,below,0.7,0.64,L,L,0.7,0.64
10,ie1m6br3,below,0.7,0.65,L,L,0.7,0.65
11,ie1m6br3,below,0.7,0.66,L,L,0.7,0.66
12,ie1m6br3,below,0.7,0.67,L,L,0.7,0.67
13,ie1m6br3,below,0.7,0.68,L,L,0.7,0.68
14,ie1m6br3,below,0.7,0.69,L,L,0.7,0.69
15,ie1m6br3,below,0.7,0.69,R,R,0.69,0.7
16,ie1m6br3,below,0.7,0.69,L,R,0.69,0.7
17,ie1m6br3,below,0.7,0.66,R,R,0.66,0.7
18,ie1m6br3,below,0.7,0.67,L,L,0.7,0.67
19,ie1m6br3,below,0.7,0.68,L,L,0.7,0.68
20,ie1m6br3,below,0.7,0.69,L,R,0.69,0.7
21,ie1m6br3,below,0.7,0.66,R,R,0.66,0.7
22,ie1m6br3,below,0.7,0.67,R,R,0.67,0.7
23,ie1m6br3,below,0.7,0.68,R,R,0.68,0.7
24,ie1m6br3,below,0.7,0.69,L,R,0.69,0.7
25,ie1m6br3,below,0.7,0.66,R,R,0.66,0.7
26,ie1m6br3,below,0.7,0.67,L,R,0.67,0.7
27,ie1m6br3,below,0.7,0.64,R,R,0.64,0.7
28,ie1m6br3,below,0.7,0.65,R,L,0.7,0.65
29,ie1m6br3,below,0.7,0.62,R,R,0.62,0.7
30,ie1m6br3,below,0.7,0.63,R,R,0.63,0.7
31,ie1m6br3,below,0.7,0.64,L,L,0.7,0.64
32,ie1m6br3,below,0.7,0.65,R,R,0.65,0.7
33,ie1m6br3,below,0.7,0.66,R,R,0.66,0.7
34,ie1m6br3,below,0.7,0.67,R,R,0.67,0.7
35,ie1m6br3,below,0.7,0.68,L,R,0.68,0.7
36,ie1m6br3,below,0.7,0.65,L,R,0.65,0.7
37,ie1m6br3,below,0.7,0.62,R,R,0.62,0.7
38,ie1m6br3,below,0.7,0.63,R,R,0.63,0.7
39,ie1m6br3,below,0.7,0.64,R,R,0.64,0.7
40,ie1m6br3,below,0.7,0.65,R,R,0.65,0.7
41,ie1m6br3,below,0.7,0.66,R,R,0.66,0.7
42,ie1m6br3,below,0.7,0.67,R,L,0.7,0.67
43,ie1m6br3,below,0.7,0.64,R,R,0.64,0.7
44,ie1m6br3,below,0.7,0.65,L,L,0.7,0.65
45,ie1m6br3,below,0.7,0.66,R,R,0.66,0.7
46,ie1m6br3,below,0.7,0.67,R,R,0.67,0.7
47,ie1m6br3,below,0.7,0.68,R,R,0.68,0.7
48,ie1m6br3,below,0.7,0.69,L,L,0.7,0.69
49,ie1m6br3,below,0.7,0.69,L,R,0.69,0.7
50,ie1m6br3,below,0.7,0.66,R,R,0.66,0.7
1,ie1m6br3,above,0.4,0.5,R,R,0.4,0.5
2,ie1m6br3,above,0.4,0.49,R,R,0.4,0.49
3,ie1m6br3,above,0.4,0.48,R,R,0.4,0.48
4,ie1m6br3,above,0.4,0.47,L,L,0.47,0.4
5,ie1m6br3,above,0.4,0.46,R,L,0.46,0.4
6,ie1m6br3,above,0.4,0.49,L,L,0.49,0.4
7,ie1m6br3,above,0.4,0.48,R,R,0.4,0.48
8,ie1m6br3,above,0.4,0.47,R,R,0.4,0.47
9,ie1m6br3,above,0.4,0.46,L,L,0.46,0.4
10,ie1m6br3,above,0.4,0.45,L,L,0.45,0.4
11,ie1m6br3,above,0.4,0.44,L,R,0.4,0.44
12,ie1m6br3,above,0.4,0.47,L,L,0.47,0.4
13,ie1m6br3,above,0.4,0.46,L,L,0.46,0.4
14,ie1m6br3,above,0.4,0.45,R,R,0.4,0.45
15,ie1m6br3,above,0.4,0.44,R,R,0.4,0.44
16,ie1m6br3,above,0.4,0.43,R,R,0.4,0.43
17,ie1m6br3,above,0.4,0.42,R,L,0.42,0.4
18,ie1m6br3,above,0.4,0.45,L,R,0.4,0.45
19,ie1m6br3,above,0.4,0.48,R,R,0.4,0.48
20,ie1m6br3,above,0.4,0.47,L,L,0.47,0.4
21,ie1m6br3,above,0.4,0.46,R,L,0.46,0.4
22,ie1m6br3,above,0.4,0.49,L,L,0.49,0.4
23,ie1m6br3,above,0.4,0.48,R,R,0.4,0.48
24,ie1m6br3,above,0.4,0.47,R,L,0.47,0.4
25,ie1m6br3,above,0.4,0.5,L,L,0.5,0.4
26,ie1m6br3,above,0.4,0.49,R,L,0.49,0.4
27,ie1m6br3,above,0.4,0.52,R,R,0.4,0.52
28,ie1m6br3,above,0.4,0.51,L,L,0.51,0.4
29,ie1m6br3,above,0.4,0.5,L,L,0.5,0.4
30,ie1m6br3,above,0.4,0.49,L,L,0.49,0.4
31,ie1m6br3,above,0.4,0.48,R,R,0.4,0.48
32,ie1m6br3,above,0.4,0.47,L,R,0.4,0.47
33,ie1m6br3,above,0.4,0.5,L,R,0.4,0.5
34,ie1m6br3,above,0.4,0.53,L,L,0.53,0.4
35,ie1m6br3,above,0.4,0.52,L,L,0.52,0.4
36,ie1m6br3,above,0.4,0.51,R,R,0.4,0.51
37,ie1m6br3,above,0.4,0.5,R,R,0.4,0.5
38,ie1m6br3,above,0.4,0.49,L,R,0.4,0.49
39,ie1m6br3,above,0.4,0.52,R,L,0.52,0.4
40,ie1m6br3,above,0.4,0.55,R,L,0.55,0.4
41,ie1m6br3,above,0.4,0.58,R,R,0.4,0.58
42,ie1m6br3,above,0.4,0.57,L,L,0.57,0.4
43,ie1m6br3,above,0.4,0.56,R,R,0.4,0.56
44,ie1m6br3,above,0.4,0.55,L,R,0.4,0.55
45,ie1m6br3,above,0.4,0.58,L,L,0.58,0.4
46,ie1m6br3,above,0.4,0.57,R,R,0.4,0.57
47,ie1m6br3,above,0.4,0.56,R,R,0.4,0.56
48,ie1m6br3,above,0.4,0.55,L,L,0.55,0.4
49,ie1m6br3,above,0.4,0.54,R,R,0.4,0.54
50,ie1m6br3,above,0.4,0.53,R,R,0.4,0.53
1,ie1m6br3,below,0.4,0.3,L,L,0.4,0.3
2,ie1m6br3,below,0.4,0.31,R,R,0.31,0.4
3,ie1m6br3,below,0.4,0.32,L,L,0.4,0.32
4,ie1m6br3,below,0.4,0.33,L,L,0.4,0.33
5,ie1m6br3,below,0.4,0.34,L,L,0.4,0.34
6,ie1m6br3,below,0.4,0.35,R,R,0.35,0.4
7,ie1m6br3,below,0.4,0.36,R,R,0.36,0.4
8,ie1m6br3,below,0.4,0.37,R,R,0.37,0.4
9,ie1m6br3,below,0.4,0.38,L,L,0.4,0.38
10,ie1m6br3,below,0.4,0.39,R,L,0.4,0.39
11,ie1m6br3,below,0.4,0.36,R,R,0.36,0.4
12,ie1m6br3,below,0.4,0.37,L,R,0.37,0.4
13,ie1m6br3,below,0.4,0.34,R,R,0.34,0.4
14,ie1m6br3,below,0.4,0.35,L,R,0.35,0.4
15,ie1m6br3,below,0.4,0.32,R,L,0.4,0.32
16,ie1m6br3,below,0.4,0.29,L,R,0.29,0.4
17,ie1m6br3,below,0.4,0.26,L,L,0.4,0.26
18,ie1m6br3,below,0.4,0.27,R,L,0.4,0.27
19,ie1m6br3,below,0.4,0.24,L,L,0.4,0.24
20,ie1m6br3,below,0.4,0.25,L,L,0.4,0.25
21,ie1m6br3,below,0.4,0.26,L,L,0.4,0.26
22,ie1m6br3,below,0.4,0.27,L,L,0.4,0.27
23,ie1m6br3,below,0.4,0.28,L,L,0.4,0.28
24,ie1m6br3,below,0.4,0.29,L,L,0.4,0.29
25,ie1m6br3,below,0.4,0.3,R,R,0.3,0.4
26,ie1m6br3,below,0.4,0.31,R,L,0.4,0.31
27,ie1m6br3,below,0.4,0.28,R,R,0.28,0.4
28,ie1m6br3,below,0.4,0.29,R,R,0.29,0.4
29,ie1m6br3,below,0.4,0.3,R,R,0.3,0.4
30,ie1m6br3,below,0.4,0.31,L,L,0.4,0.31
31,ie1m6br3,below,0.4,0.32,R,R,0.32,0.4
32,ie1m6br3,below,0.4,0.33,L,R,0.33,0.4
33,ie1m6br3,below,0.4,0.3,L,L,0.4,0.3
34,ie1m6br3,below,0.4,0.31,L,R,0.31,0.4
35,ie1m6br3,below,0.4,0.28,R,R,0.28,0.4
36,ie1m6br3,below,0.4,0.29,L,L,0.4,0.29
37,ie1m6br3,below,0.4,0.3,R,L,0.4,0.3
38,ie1m6br3,below,0.4,0.27,L,L,0.4,0.27
39,ie1m6br3,below,0.4,0.28,L,L,0.4,0.28
40,ie1m6br3,below,0.4,0.29,R,L,0.4,0.29
41,ie1m6br3,below,0.4,0.26,L,L,0.4,0.26
42,ie1m6br3,below,0.4,0.27,L,L,0.4,0.27
43,ie1m6br3,below,0.4,0.28,L,R,0.28,0.4
44,ie1m6br3,below,0.4,0.25,R,L,0.4,0.25
45,ie1m6br3,below,0.4,0.22,R,R,0.22,0.4
46,ie1m6br3,below,0.4,0.23,R,R,0.23,0.4
47,ie1m6br3,below,0.4,0.24,L,L,0.4,0.24
48,ie1m6br3,below,0.4,0.25,R,L,0.4,0.25
49,ie1m6br3,below,0.4,0.22,R,R,0.22,0.4
50,ie1m6br3,below,0.4,0.23,R,R,0.23,0.4
1,ie1m4smk,below,0.7,0.6,R,R,0.6,0.7
2,ie1m4smk,below,0.7,0.61,R,L,0.7,0.61
3,ie1m4smk,below,0.7,0.58,L,L,0.7,0.58
4,ie1m4smk,below,0.7,0.59,L,L,0.7,0.59
5,ie1m4smk,below,0.7,0.6,R,R,0.6,0.7
6,ie1m4smk,below,0.7,0.61,R,R,0.61,0.7
7,ie1m4smk,below,0.7,0.62,L,L,0.7,0.62
8,ie1m4smk,below,0.7,0.63,L,L,0.7,0.63
9,ie1m4smk,below,0.7,0.64,R,R,0.64,0.7
10,ie1m4smk,below,0.7,0.65,R,R,0.65,0.7
11,ie1m4smk,below,0.7,0.66,L,L,0.7,0.66
12,ie1m4smk,below,0.7,0.67,R,L,0.7,0.67
13,ie1m4smk,below,0.7,0.64,R,R,0.64,0.7
14,ie1m4smk,below,0.7,0.65,R,L,0.7,0.65
15,ie1m4smk,below,0.7,0.62,R,L,0.7,0.62
16,ie1m4smk,below,0.7,0.59,R,R,0.59,0.7
17,ie1m4smk,below,0.7,0.6,R,R,0.6,0.7
18,ie1m4smk,below,0.7,0.61,L,L,0.7,0.61
19,ie1m4smk,below,0.7,0.62,R,R,0.62,0.7
20,ie1m4smk,below,0.7,0.63,R,R,0.63,0.7
21,ie1m4smk,below,0.7,0.64,R,R,0.64,0.7
22,ie1m4smk,below,0.7,0.65,R,R,0.65,0.7
23,ie1m4smk,below,0.7,0.66,R,R,0.66,0.7
24,ie1m4smk,below,0.7,0.67,L,L,0.7,0.67
25,ie1m4smk,below,0.7,0.68,L,L,0.7,0.68
26,ie1m4smk,below,0.7,0.69,L,L,0.7,0.69
27,ie1m4smk,below,0.7,0.69,L,R,0.69,0.7
28,ie1m4smk,below,0.7,0.66,R,R,0.66,0.7
29,ie1m4smk,below,0.7,0.67,R,R,0.67,0.7
30,ie1m4smk,below,0.7,0.68,R,L,0.7,0.68
31,ie1m4smk,below,0.7,0.65,L,L,0.7,0.65
32,ie1m4smk,below,0.7,0.66,R,L,0.7,0.66
33,ie1m4smk,below,0.7,0.63,R,R,0.63,0.7
34,ie1m4smk,below,0.7,0.64,L,L,0.7,0.64
35,ie1m4smk,below,0.7,0.65,R,R,0.65,0.7
36,ie1m4smk,below,0.7,0.66,L,L,0.7,0.66
37,ie1m4smk,below,0.7,0.67,L,R,0.67,0.7
38,ie1m4smk,below,0.7,0.64,L,L,0.7,0.64
39,ie1m4smk,below,0.7,0.65,R,R,0.65,0.7
40,ie1m4smk,below,0.7,0.66,L,R,0.66,0.7
41,ie1m4smk,below,0.7,0.63,R,R,0.63,0.7
42,ie1m4smk,below,0.7,0.64,R,R,0.64,0.7
43,ie1m4smk,below,0.7,0.65,R,R,0.65,0.7
44,ie1m4smk,below,0.7,0.66,L,L,0.7,0.66
45,ie1m4smk,below,0.7,0.67,R,L,0.7,0.67
46,ie1m4smk,below,0.7,0.64,R,R,0.64,0.7
47,ie1m4smk,below,0.7,0.65,L,L,0.7,0.65
48,ie1m4smk,below,0.7,0.66,L,L,0.7,0.66
49,ie1m4smk,below,0.7,0.67,L,L,0.7,0.67
50,ie1m4smk,below,0.7,0.68,R,R,0.68,0.7
1,ie1m4smk,above,0.7,0.8,R,R,0.7,0.8
2,ie1m4smk,above,0.7,0.79,L,L,0.79,0.7
3,ie1m4smk,above,0.7,0.78,L,L,0.78,0.7
4,ie1m4smk,above,0.7,0.77,L,L,0.77,0.7
5,ie1m4smk,above,0.7,0.76,L,L,0.76,0.7
6,ie1m4smk,above,0.7,0.75,R,R,0.7,0.75
7,ie1m4smk,above,0.7,0.74,R,R,0.7,0.74
8,ie1m4smk,above,0.7,0.73,L,L,0.73,0.7
9,ie1m4smk,above,0.7,0.72,R,R,0.7,0.72
10,ie1m4smk,above,0.7,0.71,L,R,0.7,0.71
11,ie1m4smk,above,0.7,0.74,L,L,0.74,0.7
12,ie1m4smk,above,0.7,0.73,L,L,0.73,0.7
13,ie1m4smk,above,0.7,0.72,R,L,0.72,0.7
14,ie1m4smk,above,0.7,0.75,L,L,0.75,0.7
15,ie1m4smk,above,0.7,0.74,R,R,0.7,0.74
16,ie1m4smk,above,0.7,0.73,R,R,0.7,0.73
17,ie1m4smk,above,0.7,0.72,L,L,0.72,0.7
18,ie1m4smk,above,0.7,0.71,L,L,0.71,0.7
19,ie1m4smk,above,0.7,0.71,R,L,0.71,0.7
20,ie1m4smk,above,0.7,0.74,L,L,0.74,0.7
21,ie1m4smk,above,0.7,0.73,R,L,0.73,0.7
22,ie1m4smk,above,0.7,0.76,L,L,0.76,0.7
23,ie1m4smk,above,0.7,0.75,R,R,0.7,0.75
24,ie1m4smk,above,0.7,0.74,R,R,0.7,0.74
25,ie1m4smk,above,0.7,0.73,R,R,0.7,0.73
26,ie1m4smk,above,0.7,0.72,R,L,0.72,0.7
27,ie1m4smk,above,0.7,0.75,L,L,0.75,0.7
28,ie1m4smk,above,0.7,0.74,L,L,0.74,0.7
29,ie1m4smk,above,0.7,0.73,R,R,0.7,0.73
30,ie1m4smk,above,0.7,0.72,R,R,0.7,0.72
31,ie1m4smk,above,0.7,0.71,R,L,0.71,0.7
32,ie1m4smk,above,0.7,0.74,L,L,0.74,0.7
33,ie1m4smk,above,0.7,0.73,R,R,0.7,0.73
34,ie1m4smk,above,0.7,0.72,R,R,0.7,0.72
35,ie1m4smk,above,0.7,0.71,R,L,0.71,0.7
36,ie1m4smk,above,0.7,0.74,R,R,0.7,0.74
37,ie1m4smk,above,0.7,0.73,L,L,0.73,0.7
38,ie1m4smk,above,0.7,0.72,L,L,0.72,0.7
39,ie1m4smk,above,0.7,0.71,R,R,0.7,0.71
40,ie1m4smk,above,0.7,0.71,R,R,0.7,0.71
41,ie1m4smk,above,0.7,0.71,R,L,0.71,0.7
42,ie1m4smk,above,0.7,0.74,R,L,0.74,0.7
43,ie1m4smk,above,0.7,0.77,R,R,0.7,0.77
44,ie1m4smk,above,0.7,0.76,L,L,0.76,0.7
45,ie1m4smk,above,0.7,0.75,R,R,0.7,0.75
46,ie1m4smk,above,0.7,0.74,L,L,0.74,0.7
47,ie1m4smk,above,0.7,0.73,L,R,0.7,0.73
48,ie1m4smk,above,0.7,0.76,L,L,0.76,0.7
49,ie1m4smk,above,0.7,0.75,R,R,0.7,0.75
50,ie1m4smk,above,0.7,0.74,L,L,0.74,0.7
1,ie1m4smk,below,0.4,0.3,R,R,0.3,0.4
2,ie1m4smk,below,0.4,0.31,L,L,0.4,0.31
3,ie1m4smk,below,0.4,0.32,L,L,0.4,0.32
4,ie1m4smk,below,0.4,0.33,L,R,0.33,0.4
5,ie1m4smk,below,0.4,0.3,L,L,0.4,0.3
6,ie1m4smk,below,0.4,0.31,L,L,0.4,0.31
7,ie1m4smk,below,0.4,0.32,L,R,0.32,0.4
8,ie1m4smk,below,0.4,0.29,L,R,0.29,0.4
9,ie1m4smk,below,0.4,0.26,L,L,0.4,0.26
10,ie1m4smk,below,0.4,0.27,L,L,0.4,0.27
11,ie1m4smk,below,0.4,0.28,L,L,0.4,0.28
12,ie1m4smk,below,0.4,0.29,R,R,0.29,0.4
13,ie1m4smk,below,0.4,0.3,R,L,0.4,0.3
14,ie1m4smk,below,0.4,0.27,L,L,0.4,0.27
15,ie1m4smk,below,0.4,0.28,R,R,0.28,0.4
16,ie1m4smk,below,0.4,0.29,R,R,0.29,0.4
17,ie1m4smk,below,0.4,0.3,R,R,0.3,0.4
18,ie1m4smk,below,0.4,0.31,L,L,0.4,0.31
19,ie1m4smk,below,0.4,0.32,R,R,0.32,0.4
20,ie1m4smk,below,0.4,0.33,R,L,0.4,0.33
21,ie1m4smk,below,0.4,0.3,L,L,0.4,0.3
22,ie1m4smk,below,0.4,0.31,L,L,0.4,0.31
23,ie1m4smk,below,0.4,0.32,L,L,0.4,0.32
24,ie1m4smk,below,0.4,0.33,R,R,0.33,0.4
25,ie1m4smk,below,0.4,0.34,L,R,0.34,0.4
26,ie1m4smk,below,0.4,0.31,R,R,0.31,0.4
27,ie1m4smk,below,0.4,0.32,R,R,0.32,0.4
28,ie1m4smk,below,0.4,0.33,L,L,0.4,0.33
29,ie1m4smk,below,0.4,0.34,R,L,0.4,0.34
30,ie1m4smk,below,0.4,0.31,L,L,0.4,0.31
31,ie1m4smk,below,0.4,0.32,R,R,0.32,0.4
32,ie1m4smk,below,0.4,0.33,R,R,0.33,0.4
33,ie1m4smk,below,0.4,0.34,R,R,0.34,0.4
34,ie1m4smk,below,0.4,0.35,R,R,0.35,0.4
35,ie1m4smk,below,0.4,0.36,R,R,0.36,0.4
36,ie1m4smk,below,0.4,0.37,R,R,0.37,0.4
37,ie1m4smk,below,0.4,0.38,R,R,0.38,0.4
38,ie1m4smk,below,0.4,0.39,L,R,0.39,0.4
39,ie1m4smk,below,0.4,0.36,R,L,0.4,0.36
40,ie1m4smk,below,0.4,0.33,R,R,0.33,0.4
41,ie1m4smk,below,0.4,0.34,L,L,0.4,0.34
42,ie1m4smk,below,0.4,0.35,R,L,0.4,0.35
43,ie1m4smk,below,0.4,0.32,R,R,0.32,0.4
44,ie1m4smk,below,0.4,0.33,L,L,0.4,0.33
45,ie1m4smk,below,0.4,0.34,L,R,0.34,0.4
46,ie1m4smk,below,0.4,0.31,R,R,0.31,0.4
47,ie1m4smk,below,0.4,0.32,L,L,0.4,0.32
48,ie1m4smk,below,0.4,0.33,R,R,0.33,0.4
49,ie1m4smk,below,0.4,0.34,R,L,0.4,0.34
50,ie1m4smk,below,0.4,0.31,R,L,0.4,0.31
1,ie1m4smk,above,0.4,0.5,R,R,0.4,0.5
2,ie1m4smk,above,0.4,0.49,L,L,0.49,0.4
3,ie1m4smk,above,0.4,0.48,R,L,0.48,0.4
4,ie1m4smk,above,0.4,0.51,L,L,0.51,0.4
5,ie1m4smk,above,0.4,0.5,R,R,0.4,0.5
6,ie1m4smk,above,0.4,0.49,R,R,0.4,0.49
7,ie1m4smk,above,0.4,0.48,R,R,0.4,0.48
8,ie1m4smk,above,0.4,0.47,R,L,0.47,0.4
9,ie1m4smk,above,0.4,0.5,L,L,0.5,0.4
10,ie1m4smk,above,0.4,0.49,R,R,0.4,0.49
11,ie1m4smk,above,0.4,0.48,L,L,0.48,0.4
12,ie1m4smk,above,0.4,0.47,R,L,0.47,0.4
13,ie1m4smk,above,0.4,0.5,R,R,0.4,0.5
14,ie1m4smk,above,0.4,0.49,R,R,0.4,0.49
15,ie1m4smk,above,0.4,0.48,R,R,0.4,0.48
16,ie1m4smk,above,0.4,0.47,R,R,0.4,0.47
17,ie1m4smk,above,0.4,0.46,R,R,0.4,0.46
18,ie1m4smk,above,0.4,0.45,L,R,0.4,0.45
19,ie1m4smk,above,0.4,0.48,R,R,0.4,0.48
20,ie1m4smk,above,0.4,0.47,L,L,0.47,0.4
21,ie1m4smk,above,0.4,0.46,L,L,0.46,0.4
22,ie1m4smk,above,0.4,0.45,L,R,0.4,0.45
23,ie1m4smk,above,0.4,0.48,R,R,0.4,0.48
24,ie1m4smk,above,0.4,0.47,L,L,0.47,0.4
25,ie1m4smk,above,0.4,0.46,L,L,0.46,0.4
26,ie1m4smk,above,0.4,0.45,R,R,0.4,0.45
27,ie1m4smk,above,0.4,0.44,L,L,0.44,0.4
28,ie1m4smk,above,0.4,0.43,L,L,0.43,0.4
29,ie1m4smk,above,0.4,0.42,L,L,0.42,0.4
30,ie1m4smk,above,0.4,0.41,L,R,0.4,0.41
31,ie1m4smk,above,0.4,0.44,L,L,0.44,0.4
32,ie1m4smk,above,0.4,0.43,R,L,0.43,0.4
33,ie1m4smk,above,0.4,0.46,L,L,0.46,0.4
34,ie1m4smk,above,0.4,0.45,R,R,0.4,0.45
35,ie1m4smk,above,0.4,0.44,R,R,0.4,0.44
36,ie1m4smk,above,0.4,0.43,R,R,0.4,0.43
37,ie1m4smk,above,0.4,0.42,R,R,0.4,0.42
38,ie1m4smk,above,0.4,0.41,L,L,0.41,0.4
39,ie1m4smk,above,0.4,0.41,L,L,0.41,0.4
40,ie1m4smk,above,0.4,0.41,L,L,0.41,0.4
41,ie1m4smk,above,0.4,0.41,L,R,0.4,0.41
42,ie1m4smk,above,0.4,0.44,L,R,0.4,0.44
43,ie1m4smk,above,0.4,0.47,L,L,0.47,0.4
44,ie1m4smk,above,0.4,0.46,R,R,0.4,0.46
45,ie1m4smk,above,0.4,0.45,R,L,0.45,0.4
46,ie1m4smk,above,0.4,0.48,L,L,0.48,0.4
47,ie1m4smk,above,0.4,0.47,R,R,0.4,0.47
48,ie1m4smk,above,0.4,0.46,R,R,0.4,0.46
49,ie1m4smk,above,0.4,0.45,R,R,0.4,0.45
50,ie1m4smk,above,0.4,0.44,R,R,0.4,0.44
1,ie1m4c7e,above,0.7,0.8,R,R,0.7,0.8
2,ie1m4c7e,above,0.7,0.79,L,L,0.79,0.7
3,ie1m4c7e,above,0.7,0.78,R,R,0.7,0.78
4,ie1m4c7e,above,0.7,0.77,R,R,0.7,0.77
5,ie1m4c7e,above,0.7,0.76,L,L,0.76,0.7
6,ie1m4c7e,above,0.7,0.75,R,R,0.7,0.75
7,ie1m4c7e,above,0.7,0.74,R,L,0.74,0.7
8,ie1m4c7e,above,0.7,0.77,R,R,0.7,0.77
9,ie1m4c7e,above,0.7,0.76,R,R,0.7,0.76
10,ie1m4c7e,above,0.7,0.75,L,L,0.75,0.7
11,ie1m4c7e,above,0.7,0.74,L,L,0.74,0.7
12,ie1m4c7e,above,0.7,0.73,L,L,0.73,0.7
13,ie1m4c7e,above,0.7,0.72,R,L,0.72,0.7
